"institution_id","institution_name","acronym","state_branch","institution_type","parent_institution_id","territorial_level","region_code","region_name","commune_code","commune_name","policy_area_primary","legal_status","source_id","verification_status","last_verified","notes"
"CL-SP-035","Dirección de Presupuestos (DIPRES)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-036","Unidad de Análisis Financiero (UAF)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-037","Superintendencia de Bancos e Instituciones Financieras (SBIF)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-038","Corporación de Fomento para la Producción (CORFO)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-039","Fiscalía Nacional Económica (FNE)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-040","Servicio Nacional del Consumidor (SERNAC)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-041","Instituto Nacional de Propiedad Industrial (INAPI)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-042","Servicio Nacional de Turismo (SERNATUR)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-043","Superintendencia de Insolvencia y Reemprendimiento (SIR)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-044","Instituto Nacional de Estadísticas (INE)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-045","Servicio Nacional de Pesca (SERNAPESCA)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-046","Instituto Nacional de la Juventud (INJUV)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-047","Corporación Nacional de Desarrollo Indígena (CONADI)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-048","Fondo de Solidaridad e Inversión Social (FOSIS)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-049","Servicio Nacional de la Discapacidad (SENADIS)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-050","Servicio Nacional del Adulto Mayor (SENAMA)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-051","Junta Nacional de Jardines Infantiles (JUNJI)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-052","Junta Nacional de Auxilio Escolar y Becas (JUNAEB)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-053","Consejo Superior de Educación","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-054","Comisión Administradora del Sistema de Créditos para Estudios Superiores","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-055","Consejo de Calificación Cinematográfica","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-056","Superintendencia de Educación","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-057","Consejo de Rectores de las Universidades Chilenas","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-058","Comisión Nacional de Acreditación (CNA)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-059","Defensoría Penal Pública","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-060","Corporación de Asistencia Judicial Región Valparaíso","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-061","Servicio de Registro Civil e Identificación (SRCEI)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-062","Corporación de Asistencia Judicial Región Metropolitana","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-063","Corporación de Asistencia Judicial Regiones Tarapacá y Antofagasta","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-064","Servicio Médico Legal (SML)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-065","Corporación de Asistencia Judicial Región Bío-Bío","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-066","Dirección del Trabajo (DT)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-067","Servicio Nacional de Capacitación y Empleo (SENCE)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-068","Dirección General de Crédito Prendario (DICREP)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-069","Instituto de Seguridad Laboral (ISL)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-070","Superintendencia de Pensiones (SP)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-071","Comisión del Sistema Nacional de Certificación de Competencias Laborales (CHILEVALORA)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-072","Instituto de Previsión Social (IPS)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
"CL-SP-073","Superintendencia de Seguridad Social (SUSESO)","","Poder Ejecutivo","Servicio público / repartición listada por Gob.cl","","Nacional o desconcentrado","","","","","","","SRC-GOB","official_directory_as_published","2026-09-19","Registro preservado exactamente como aparece en el directorio Gob.cl; puede requerir normalización por cambios institucionales."
